"time.string","FLOW.OF.ALGAE","FLOW.OF.CO2","PAR.1","PAR.2","PRESSURE","SPEED","SUM.OF.WATER","TEMPERATURE","THICKNESS.OF.ALGAE","TURBIDITY","VOLUME.IN.TANK","pCO2","pH","pO2","TURBIDITY.diff","date","time","daily.evap","avg.daily.temp","daynight"
2023-08-15 13:40:00,17.54919,5.1996525,732.63895,602.4306,15.251735,92.161595,253.0062,30.2228,6.255962,0.056906935,64.839635,5.353187,2.855902,5.6186485,NA,2023-08-15,"13:40:00",NA,NA,1
2023-08-15 13:50:00,17.328703,7.3611107,652.25696,666.57989,15.342014,90.754986,253.0062,30.416665,6.1472797,0.055800219,64.230435,8.016381,2.8629087,5.6103684,-0.00110671600000001,2023-08-15,"13:50:00",NA,NA,1
2023-08-15 14:00:00,16.964121,3.9435762,645.92015,804.51391,14.961808,88.399512,253.0062,30.72338,6.1220302,0.054858248,65.698765,10.947678,2.892315,5.6258454,-0.000941971,2023-08-15,"14:00:00",NA,NA,1
2023-08-15 14:10:00,16.483797,1.64901604,645.48614,897.30906,14.520834,86.847195,253.0062,30.847801,6.0196945,0.055411343,68.141267,10.6888914,2.9257432,5.6558472,0.000553095000000003,2023-08-15,"14:10:00",NA,NA,1
2023-08-15 14:20:00,16.504051,0.303819428,647.22226,826.56253,14.609374,87.251582,253.0062,30.9375,5.9455652,0.056715571,66.416344,8.9550787,2.9549606,5.6714994,0.001304228,2023-08-15,"14:20:00",NA,NA,1
2023-08-15 14:30:00,17.046296,0.030671293,603.99309,863.97573,15.02257,88.870647,253.0062,31.024304,5.9825781,0.057722989,60.342234,7.0516423,2.957177,5.6615904,0.001007418,2023-08-15,"14:30:00",NA,NA,1
2023-08-15 14:40:00,17.179978,0.23090277,534.28822,755.03473,15.147572,89.252105,253.0062,30.914351,6.0492489,0.05787034,57.386267,5.8712524,2.9540776,5.6747487,0.000147350999999997,2023-08-15,"14:40:00",NA,NA,1
2023-08-15 14:50:00,17.08912,0.22974536,538.28127,763.54169,15.083334,89.082435,253.0062,30.784146,5.9308776,0.05787034,56.497781,5.4159665,2.9517744,5.6920255,0,2023-08-15,"14:50:00",NA,NA,1
2023-08-15 15:00:00,17.090856,0.27546296,489.93057,652.8646,15.00521,89.110337,253.0062,30.64815,6.0109555,0.05787034,54.856919,5.1114959,2.9474412,5.7074319,0,2023-08-15,"15:00:00",NA,NA,1
2023-08-15 15:10:00,16.782405,0.36400464,433.42015,676.3021,14.779516,88.143982,253.0062,30.477428,5.9860145,0.05787034,56.459805,4.8952756,2.944593,5.7283027,0,2023-08-15,"15:10:00",NA,NA,1
2023-08-15 15:20:00,16.511574,0.46961804,396.18056,599.04516,14.670138,87.385915,253.0062,30.234374,6.0547472,0.05787034,57.133521,4.7638658,2.9409028,5.7584328,0,2023-08-15,"15:20:00",NA,NA,1
2023-08-15 15:30:00,16.4506166666667,0.584490711111111,399.498466666667,572.241522222222,14.5543977777778,87.1695477777778,253.0062,30.0411533333333,5.98453633333333,0.05787034,56.1420444444444,4.69658933333333,2.93720855555556,5.78259366666667,0,2023-08-15,"15:30:00",NA,NA,1
2023-08-15 15:40:00,16.173611,0.6704282,360.41667,532.46529,14.321182,86.33251,253.0062,29.80324,6.0526562,0.057874875,57.013985,4.6945495,2.9340702,5.8113393,4.53499999999996e-06,2023-08-15,"15:40:00",NA,NA,1
2023-08-15 15:50:00,15.926504,0.74392358,273.09029,437.3264,14.217014,85.684438,253.0062,29.519674,6.1329871,0.058018127,57.247557,4.7279443,2.929693,5.8474323,0.000143252000000003,2023-08-15,"15:50:00",NA,NA,1
2023-08-15 16:00:00,15.545718,0.79513884,249.30556,393.05557,13.887153,84.652179,253.0062,29.20139,6.0671231,0.0578704,59.675931,4.7821053,2.9291063,5.8896577,-0.000147727,2023-08-15,"16:00:00",NA,NA,1
2023-08-15 16:10:00,15.549767,0.82031245,233.59376,374.47919,13.984374,84.624869,253.0062,28.920717,6.0523473,0.058161117,58.275394,4.8606348,2.9358315,5.9296504,0.000290717000000003,2023-08-15,"16:10:00",NA,NA,1
2023-08-15 16:20:00,15.287038,0.8223379,204.42708,328.64585,13.734375,83.837171,253.0062,28.605324,6.0802089,0.057870479,59.464687,4.9300757,2.9311157,5.9724547,-0.000290638000000003,2023-08-15,"16:20:00",NA,NA,1
2023-08-15 16:30:00,14.722221,0.80613421,67.447919,99.91321,13.399305,82.280141,253.0062,28.177082,6.1605635,0.0578704,62.890728,4.9969584,2.9270244,6.0268714,-7.90000000000513e-08,2023-08-15,"16:30:00",NA,NA,1
2023-08-15 16:40:00,14.116319,0.81278929,57.986114,85.59028,13.012152,80.735764,253.0062,27.546298,6.0189469,0.0578704,67.229115,4.9761779,2.9261643,6.1228917,0,2023-08-15,"16:40:00",NA,NA,1
2023-08-15 16:50:00,13.806713,0.86371523,49.739585,74.47917,12.84375,79.845142,253.0062,27.071759,6.075778,0.0578704,68.614919,4.9023383,2.9247464,6.1990663,0,2023-08-15,"16:50:00",NA,NA,1
2023-08-15 17:00:00,13.678819,0.91030087,64.583335,94.53125,12.770832,79.530037,253.0062,26.646412,5.9759602,0.0578704,69.081487,4.8711533,2.9258526,6.2694213,0,2023-08-15,"17:00:00",NA,NA,1
2023-08-15 17:10:00,13.241896,0.8764467,94.531251,133.50695,12.553819,78.33457,253.0062,26.336804,5.9957714,0.0578704,71.901223,5.0135051,2.9247373,6.3259242,0,2023-08-15,"17:10:00",NA,NA,1
2023-08-15 17:20:00,13.368054,0.77083329,115.19099,160.76389,12.541667,78.646747,253.0062,26.200809,5.9642811,0.0578704,70.602929,5.1922727,2.9218905,6.3527701,0,2023-08-15,"17:20:00",NA,NA,1
2023-08-15 17:30:00,13.493634,0.66637728,101.388888,145.57292,12.569445,79.004486,253.0062,26.082177,6.0200937,0.0578704,68.594629,5.2708128,2.9191323,6.3776936,0,2023-08-15,"17:30:00",NA,NA,1
2023-08-15 17:40:00,13.697917,0.60648145,65.972224,99.218766,12.850694,79.659308,253.0062,25.917247,5.9438516,0.0578704,66.179557,5.232614,2.9182635,6.4023574,0,2023-08-15,"17:40:00",NA,NA,1
2023-08-15 17:50:00,13.570021,0.58130785,44.097227,67.534726,12.694444,79.276678,253.0062,25.622105,6.0711447,0.0578704,66.30152,5.1526433,2.9170382,6.4482222,0,2023-08-15,"17:50:00",NA,NA,1
2023-08-15 18:00:00,13.361691,0.58651617,29.340278,45.225698,12.651042,78.700435,253.0062,25.286459,6.0800753,0.0578704,67.688726,5.0597907,2.9146,6.5006959,0,2023-08-15,"18:00:00",NA,NA,1
2023-08-15 18:10:00,13.26736,0.59982635,17.274305,27.777778,12.567709,78.489712,253.0062,25.011573,6.0650809,0.058392835,67.783194,5.0026462,2.9118852,6.5487155,0.000522435000000002,2023-08-15,"18:10:00",NA,NA,1
2023-08-15 18:20:00,13.462385,0.59490738,9.3750007,15.625,12.67014,79.016401,253.0062,24.895831,5.997281,0.059483903,65.440198,5.0149274,2.9097718,6.5667726,0.001091068,2023-08-15,"18:20:00",NA,NA,1
2023-08-15 18:30:00,13.566551,0.5833333,3.4722221,7.1180556,12.762153,79.351943,253.0062,24.670139,5.9501793,0.05829445,64.13245,5.0254984,2.9082848,6.6008299,-0.00118945300000001,2023-08-15,"18:30:00",NA,NA,1
2023-08-15 18:40:00,13.593172,0.59114579,1.04166668,3.8194444,12.803819,79.468952,253.0062,24.403936,6.0551454,0.058164324,63.133103,4.9978476,2.9046028,6.6465682,-0.000130125999999994,2023-08-15,"18:40:00",NA,NA,0
2023-08-15 18:50:00,13.667245,0.60619211,0.08680556,1.9097221,12.911457,79.748972,253.0062,24.13773,6.0167099,0.058188006,61.817683,4.9676571,2.9016951,6.6947376,2.36819999999971e-05,2023-08-15,"18:50:00",NA,NA,0
2023-08-15 19:00:00,13.612847,0.62528931,0,1.736111,12.845487,79.577991,253.0062,23.949652,6.0028819,0.05816039,61.982634,4.9492943,2.9003989,6.7326338,-2.76160000000011e-05,2023-08-15,"19:00:00",NA,NA,0
2023-08-15 19:10:00,13.604745,0.63396986,0,1.736111,12.842013,79.562486,253.0062,23.810763,5.9985381,0.059134131,61.507305,4.9610947,2.900162,6.7581564,0.000973741,2023-08-15,"19:10:00",NA,NA,0
2023-08-15 19:20:00,13.563078,0.63541661,0,1.736111,12.861112,79.456389,253.0062,23.689237,5.9841465,0.059370854,61.651904,4.981135,2.9007021,6.7816716,0.000236723000000001,2023-08-15,"19:20:00",NA,NA,0
2023-08-15 19:30:00,13.561343,0.62731477,0,1.736111,12.838541,79.502503,253.0062,23.590857,5.9580877,0.058541193,61.178803,5.0076631,2.8999256,6.8015974,-0.000829661000000002,2023-08-15,"19:30:00",NA,NA,0
2023-08-15 19:40:00,13.609374,0.6128472,0,1.736111,12.928821,79.647252,253.0062,23.480903,5.940557,0.060570295,60.316105,5.0272129,2.9000173,6.8241992,0.002029102,2023-08-15,"19:40:00",NA,NA,0
2023-08-15 19:50:00,13.752314,0.6099537,0,1.736111,12.958333,79.970905,253.0062,23.295716,6.037844,0.063300146,58.638555,5.0188144,2.8965894,6.8555751,0.002729851,2023-08-15,"19:50:00",NA,NA,0
2023-08-15 20:00:00,13.678241,0.6157407,0,1.736111,12.939238,79.791348,253.0062,23.113425,6.0025305,0.064646399,59.006832,4.996435,2.8945352,6.8916665,0.00134625299999999,2023-08-15,"20:00:00",NA,NA,0
2023-08-15 20:10:00,13.599536,0.6168981,0,1.736111,12.930556,79.648516,253.0062,22.997686,5.9237779,0.062192353,59.334029,4.9972773,2.892362,6.9148211,-0.00245404599999999,2023-08-15,"20:10:00",NA,NA,0
2023-08-15 20:20:00,13.712385,0.61429395,0,1.736111,13.013889,79.916163,253.0062,22.884839,5.9727485,0.06652819,57.948822,5.004866,2.8926501,6.9375014,0.004335837,2023-08-15,"20:20:00",NA,NA,0
2023-08-15 20:30:00,13.888889,0.61140045,0,1.736111,13.170139,80.38673,253.0062,22.728588,5.9761368,0.069907885,56.271461,5.0046797,2.8912414,6.9695382,0.003379695,2023-08-15,"20:30:00",NA,NA,0
2023-08-15 20:40:00,13.725115,0.615162,0,1.736111,12.97743,79.936122,253.0062,22.572335,6.0594569,0.068819368,57.099762,4.9957635,2.8887075,7.0002886,-0.001088517,2023-08-15,"20:40:00",NA,NA,0
2023-08-15 20:50:00,13.648146,0.61140045,0,1.736111,12.987846,79.795493,253.0062,22.404514,5.9439858,0.067824817,57.691804,5.0061873,2.8877504,7.0313825,-0.00099455100000001,2023-08-15,"20:50:00",NA,NA,0
2023-08-15 21:00:00,13.703125,0.60908565,0,1.736111,13.019097,79.921632,253.0062,22.239583,5.9948868,0.069264181,56.538781,5.0063819,2.8849906,7.0676298,0.00143936400000001,2023-08-15,"21:00:00",NA,NA,0
2023-08-15 21:10:00,13.662039,0.6145833,0,1.736111,12.989583,79.860634,253.0062,22.068867,5.9735131,0.067397771,56.841002,4.9911991,2.8837132,7.1012228,-0.00186641000000001,2023-08-15,"21:10:00",NA,NA,0
