"time.string","FLOW.OF.ALGAE","FLOW.OF.CO2","PAR.1","PAR.2","PRESSURE","SPEED","SUM.OF.WATER","TEMPERATURE","THICKNESS.OF.ALGAE","TURBIDITY","VOLUME.IN.TANK","pCO2","pH","pO2","TURBIDITY.diff","date","time","daily.evap","avg.daily.temp","daynight"
2023-09-13 06:00:00,14.2006675,0.002893518,0,35.698785,13.5308175,81.75556,2348.64,21.0177925,6.094388,14.259785,54.37140375,4.987283375,2.682143375,6.940225125,NA,2023-09-13,"06:00:00",NA,NA,1
2023-09-13 06:10:00,14.362269,0.0231481462,0,33.159723,13.675346,82.279758,2348.64,21.085068,5.8587365,14.249769,52.944267,4.7687795,2.6828978,6.8922191,-0.0100160000000002,2023-09-13,"06:10:00",NA,NA,1
2023-09-13 06:20:00,14.415509,0.1895254536,0,54.94792,13.729167,82.300913,2348.64,21.140045,6.0344568,14.216275,51.956001,4.765909,2.6764751,6.9047981,-0.033494000000001,2023-09-13,"06:20:00",NA,NA,1
2023-09-13 06:30:00,14.403355,0.002893518,0,48.611114,13.638889,82.376329,2348.64,21.221068,6.1100374,14.184271,51.831548,5.1464089,2.6783247,6.9398214,-0.0320039999999988,2023-09-13,"06:30:00",NA,NA,1
2023-09-13 06:40:00,14.487847,0.0225694462,0,47.309033,13.821181,82.726512,2349.3608,21.273149,5.8586854,14.087195,52.140973,4.9252227,2.682034,6.9010641,-0.0970760000000013,2023-09-13,"06:40:00",NA,NA,1
2023-09-13 06:50:00,14.443865,0.1828703936,0,77.517363,13.6875,82.423498,2349.541,21.362848,6.006023,14.034543,52.764331,4.8701357,2.6766321,6.9479503,-0.0526520000000001,2023-09-13,"06:50:00",NA,NA,1
2023-09-13 07:00:00,14.438078,0.002893518,0,81.423614,13.680556,82.507695,2349.6512,21.495949,5.9675513,13.996841,52.905662,5.157597,2.6788949,6.977812,-0.0377019999999995,2023-09-13,"07:00:00",NA,NA,1
2023-09-13 07:10:00,14.469329,0.0671296326,0,64.496529,13.767361,82.582584,2350.142,21.614583,6.0043183,13.954144,52.654872,4.9043969,2.6817994,6.8727567,-0.0426970000000004,2023-09-13,"07:10:00",NA,NA,1
2023-09-13 07:20:00,12.7876147037,0.116608789,0,77.430557,12.21354333,76.64741,2350.142,21.704281,5.5207202,13.943583,67.071258,4.9785751,2.677234,6.8944201,-0.0105609999999992,2023-09-13,"07:20:00",NA,NA,1
2023-09-13 07:30:00,0.5601851122,0.002893518,18.4027783,87.239586,7.04340245,45,2350.142,21.802659,1.02922685,14.41045,213.17189,5.227511,2.6801852,6.3805542,0.466866999999999,2023-09-13,"07:30:00",NA,NA,1
2023-09-13 07:40:00,0.6996527648,0.002893518,26.822915,90.625004,7.12673724,46,2350.142,21.814234,1.0120041,12.9324834,55.8816747,5.4024865,2.6816075,4.2339868,-1.4779666,2023-09-13,"07:40:00",NA,NA,1
